"","Fire","Transect","Treated","Diameter","ScorchHt","CharHt","Slope","fake"
"92",1,5,0,0.866,2.89,3,0.807,1.10012492589036
"93",1,5,0,1.357,2.378,4.243,1.395,0.0763578096882253
"94",1,5,0,0.501,2.44,3.162,1.395,-1.47037386274177
"95",1,5,0,0.632,2.353,3.033,1.395,-0.365872967242998
"96",1,5,0,-0.744,0.855,2.55,1.395,-1.20252210664127
"97",1,5,0,1.997,2.116,2.915,2.867,2.05221298097218
"98",1,5,0,0.255,1.342,3.464,2.867,0.534813458074929
"99",1,5,0,0.444,1.342,2.828,2.867,-0.753645512047118
"100",1,5,0,1.477,0.806,2.828,2.867,0.665536801227171
"101",1,6,1,0.763,2.054,2.345,1.69,0.274150067245282
"102",1,6,1,1.129,2.366,3.464,1.69,-0.867041156511998
"103",1,6,1,0.621,2.428,2.739,1.69,2.51735469631566
"104",1,6,1,0.546,1.929,2.55,1.69,-0.401034154778081
"105",1,6,1,1.14,2.103,2.345,0.807,-0.745525021723784
"106",1,6,1,1.534,1.255,3.017,0.807,-0.0272305434977283
"107",1,6,1,1.055,2.191,3.873,0.807,1.07685622521592
"108",1,6,1,1.723,2.241,2.049,0.807,0.247663551643077
"109",1,6,1,0.98,-0.779,0.894,0.807,0.468874885805121
"110",1,6,1,0.312,-1.466,0.894,0.807,0.679027645525269
"111",1,6,1,0.706,1.167,1.265,0.807,1.98717739650134
"112",1,6,1,1.477,-1.466,0.224,0.807,-0.34274726606644
"113",1,6,1,1.648,0.494,2.449,0.218,-0.877549387280355
"114",1,6,1,0.621,-0.343,1.414,0.218,1.47752109245773
"115",1,6,1,1.574,-0.243,1.581,0.218,0.644312313988736
"116",1,6,1,1.197,0.444,1.732,0.218,2.07104134023363
"117",1,6,1,1.591,-0.467,1.581,0.218,1.34396766949802
"118",1,6,1,1.911,1.167,0.224,0.218,-0.00112098957202761
"119",1,6,1,0.866,2.103,1,0.218,-1.93183172121093
"120",1,6,1,0.678,-0.343,1.14,0.218,-1.76089852233101
"121",2,7,0,2.168,2.041,5.196,-0.517,-1.43091336208969
"122",2,7,0,-0.424,1.018,4.438,-0.517,-0.836634837462614
"123",2,7,0,0.33,1.854,3.742,-0.517,0.315837198009813
"124",2,7,0,-0.413,0.531,3.742,-0.517,-1.01889719645963
"125",2,7,0,-0.224,0.381,3.742,1.248,1.41819328032339
"126",2,7,0,-0.858,0.331,3.795,1.248,-0.841769943835409
"127",2,7,0,0.969,1.454,4.796,1.248,1.88522301829313
"128",2,7,0,-0.875,0.094,3.271,1.248,-0.644175417254507
"129",2,7,0,0.906,1.43,4.817,-0.517,-0.675475044427498
"130",2,7,0,-0.498,0.406,3.742,-0.517,1.06356878043741
"131",2,7,0,-0.424,0.281,3.606,-0.517,0.398992640550272
"132",2,7,0,-0.818,-0.218,2.121,-0.517,0.995835109657476
"133",2,7,0,0.301,0.993,4.438,0.218,-1.08061961636112
"134",2,7,0,0.181,1.018,4.461,0.218,1.53708650677394
"135",2,7,0,0.084,0.893,3.464,0.218,0.0320911270286463
"136",2,7,0,1.055,1.717,3.464,0.218,-0.0736171066633702
"137",2,7,0,-0.932,0.032,3.464,0.954,0.91148325295953
"138",2,7,0,-1.298,0.306,3.674,0.954,0.467942046829663
"139",2,7,0,-0.544,0.444,3.873,0.954,-1.00947782659487
"140",2,7,0,0.661,1.255,4.669,0.954,-0.164273302491938
"141",2,8,1,-0.196,-0.068,2.646,-0.665,-0.56208110490191
"142",2,8,1,-0.949,-0.13,2,-0.665,-0.0973824570920479
"143",2,8,1,-1.223,-0.343,1.817,-0.665,-1.71674063076968
"144",2,8,1,3.475,-0.093,0.548,-0.665,-1.15684990877371
"145",2,8,1,2.533,-0.967,0.548,-0.665,-0.44511039475549
"146",2,8,1,-1.412,-0.842,0.837,-0.665,-0.250886263006697
"147",2,8,1,-0.687,-1.079,0.707,-0.665,-0.998430778911827
"148",2,8,1,1.546,-0.655,0.316,-0.665,0.255393801942756
"149",2,8,1,-0.772,0.206,2.828,0.071,0.445480420997568
"150",2,8,1,0.501,-0.655,1.095,0.071,0.376692287280692
"151",2,8,1,0.404,-0.842,1,0.071,-0.442555570953536
"152",2,8,1,-1.046,-0.904,1.265,0.071,0.390172561958909
"153",2,8,1,-0.104,-0.617,1.225,-0.517,0.610080476057293
"154",2,8,1,-0.67,-0.442,1.581,-0.517,-1.50639853849639
"155",2,8,1,-1.092,-1.029,1,-0.517,2.84805691272038
"156",2,8,1,-0.584,-0.967,0.894,-0.517,-0.530505727226204
"157",2,8,1,-0.064,-1.466,1.483,-0.959,2.00756769338878
"158",2,8,1,-0.196,0.693,1.449,-0.959,-0.484714148380977
"159",2,8,1,-0.264,-0.218,1.549,-0.959,-0.554510798905322
"160",2,8,1,2.185,-1.466,1.483,-0.959,1.23568141253422
"161",2,9,0,-0.715,0.394,3.742,-0.628,-0.349985836410784
"162",2,9,0,-1.121,0.344,3.808,-0.628,0.549636581788241
"163",2,9,0,-0.687,0.481,3.464,-0.628,-0.71910117432239
"164",2,9,0,-1.583,-0.318,3.033,-0.628,0.270875224493814
"165",2,9,0,-0.932,0.556,4.025,-1.106,-0.807611135248107
"166",2,9,0,0.649,1.38,4.69,-1.106,1.21370389456983
"167",2,9,0,-1.395,-0.642,2,-1.106,-0.386842288016649
"168",2,9,0,-1.309,-0.667,2,-1.106,-0.0182953911644779
"169",2,9,0,-0.744,0.094,2.739,-0.959,0.347391150259966
"170",2,9,0,0.489,2.653,2.646,-0.959,0.842447923892341
"171",2,9,0,1.591,2.328,2.828,-0.959,0.903357416659527
"172",2,9,0,-0.481,0.756,2.449,-0.959,-1.66904517196272
"173",2,9,0,-0.413,1.629,4.583,-0.812,-0.561590235879591
"174",2,9,0,-1.018,0.182,3.606,-0.812,-0.986693735390395
"175",2,9,0,-1.554,0.419,3.464,-0.812,0.221223770392621
"176",2,9,0,-0.858,1.305,3.873,-0.812,-0.786975363935547
"177",2,9,0,-1.046,-0.318,2.864,-0.812,-0.293343766352848
"178",2,9,0,-1.121,-0.48,2.569,-0.812,0.640672162568709
"179",2,9,0,-1.206,-0.754,2.49,-0.812,-1.80635895947662
"180",2,9,0,-0.51,0.231,3.421,-0.812,1.48307754247575
"181",2,10,1,0.067,-0.28,0.949,-0.665,-1.03453431494137
"182",2,10,1,-1.149,-0.68,1.612,-0.665,-1.07497891076394
"183",2,10,1,0.489,1.093,0.548,-0.665,0.384048774197
"184",2,10,1,0.849,-0.28,0.447,-0.665,-0.2438357866166
"185",2,10,1,0.272,-1.466,0.316,-0.812,0.609381087670201
"186",2,10,1,0.706,-1.466,0,-0.812,-1.11808473969729
"187",2,10,1,-0.264,-1.466,0.707,-0.812,0.09342800482164
"188",2,10,1,0.084,-0.967,0.548,-0.812,-0.549494124502439
"189",2,10,1,-0.104,-1.466,0,-0.812,-0.321311039118559
"190",2,10,1,0.33,-1.466,0,-0.812,-0.0591523367988543
"191",2,10,1,0.489,-1.466,0,-0.812,-2.51151356619514
"192",2,10,1,0.375,-1.466,0,-0.812,1.29275940276785
"193",2,10,1,0.067,-1.466,0.447,-0.812,-1.28547532128764
"194",2,10,1,0.661,-1.466,1,-0.812,-0.0485257699025312
"195",2,10,1,-0.293,-1.466,0.316,-0.812,-0.0461793227362188
"196",2,10,1,0.038,-1.466,0,-0.812,1.03804160174931
"197",2,10,1,-0.019,-1.466,0.548,-0.812,-0.663310677612518
"198",2,10,1,0.518,-1.341,0.447,-0.812,-2.3752894219346
"199",2,10,1,-0.35,-1.466,0.316,-0.812,-1.43545717727167
"200",2,10,1,-0.829,-1.466,1,-0.812,-0.00149704756033482
"201",2,11,0,-0.801,-0.193,3.194,-0.959,0.82268321691871
"202",2,11,0,-0.196,0.281,3,-0.959,-0.701849949365541
"203",2,11,0,-0.544,-0.068,3.347,-0.959,-0.165521992939672
"204",2,11,0,-1.423,-1.141,1.612,-0.959,0.206857145135169
"205",2,11,0,-0.698,0.119,2.846,-1.106,-1.02924967009077
"206",2,11,0,-1.166,-0.255,2.51,-1.106,-0.856400894664139
"207",2,11,0,-0.281,1.567,4.69,-1.106,-0.38803472478845
"208",2,11,0,-1.423,-1.179,1.517,-1.106,-0.253120407121201
"209",2,11,0,-0.064,0.781,4.243,-0.959,0.435882759190198
"210",2,11,0,-0.281,1.592,4.95,-0.959,0.527829812643115
"211",2,11,0,-0.687,0.731,4.195,-0.959,-0.0134478553541385
"212",2,11,0,0.895,1.342,2.569,-0.959,0.38280740391979
"213",2,11,0,-0.744,-0.218,2.588,-1.106,-1.11358372649171
"214",2,11,0,-0.858,-0.143,2.214,-1.106,-0.443595462700155
"215",2,11,0,0.33,0.893,1,-1.106,-1.97244921068528
"216",2,11,0,-0.875,-0.742,2.983,-1.106,-2.18653067688097
"217",2,11,0,-1.572,-0.742,2.408,-0.812,-0.362706333290142
"218",2,11,0,-1.269,-0.318,3.033,-0.812,-2.08843007432906
"219",2,11,0,-0.31,0.331,2.811,-0.812,-1.21236988307285
"220",2,11,0,-0.829,-0.218,2.828,-0.812,1.15302993626764
"221",2,11,0,-0.921,-0.393,2.449,-0.738,-0.522168427090767
"222",2,11,0,1.197,1.03,3.661,-0.738,0.235486791645266
"223",2,11,0,0.94,0.843,4.301,-0.738,-0.360033877861119
"224",2,11,0,1.14,1.916,3.554,-0.738,1.806359992415
"225",2,12,1,-0.687,-0.006,1.949,-0.444,1.2872586305243
"226",2,12,1,0.906,0.993,1.304,-0.444,-0.0233199338637972
"227",2,12,1,0.529,0.007,0.632,-0.444,0.294606717672973
"228",2,12,1,-0.424,-0.081,1.378,-0.444,0.842465726428061
"229",2,12,1,-0.15,-0.43,1.414,-0.517,0.953322158592359
"230",2,12,1,-0.207,-0.293,0.447,-0.517,0.466683453539869
"231",2,12,1,-0.47,0.169,1,-0.517,-0.838082725518775
"232",2,12,1,1.574,-0.33,1.183,-0.517,0.17317922345939
"233",2,12,1,-0.338,-0.779,0.316,-0.517,-0.300668472071597
"234",2,12,1,0.01,-0.705,0.316,-0.517,-1.08271087481442
"235",2,12,1,0.227,0.256,3.332,-0.517,0.89521341629754
"236",2,12,1,-0.264,-0.717,1,-0.517,0.824150471421697
"237",2,12,1,0.472,-0.555,0.316,-0.37,0.748573244273154
"238",2,12,1,-0.413,1.167,1.817,-0.37,-0.543314383808536
"239",2,12,1,1.922,0.144,1.703,-0.37,1.15655525612873
"240",2,12,1,-1.235,-1.079,0.775,-0.37,-0.935210659296483
"241",3,13,1,-1.295,-0.517,0.464,-0.517,-0.51784479101963
"242",3,13,1,0.59,2.041,4.775,-0.517,-2.10429769870898
"243",3,13,1,-0.28,1.754,4.278,-0.517,-1.07712819795575
"244",3,13,1,-1.15,-0.38,2.092,-0.517,0.933868373607569
"245",3,13,1,-0.57,0.406,1.166,-0.37,-0.212637820887422
"246",3,13,1,0.735,1.529,3.768,-0.37,3.01005990056505
"247",3,13,1,1.17,1.542,4.243,-0.37,2.11850212622826
"248",3,13,1,0.155,0.481,3.362,-0.37,0.680300189786969
"249",3,13,1,-0.715,-0.53,1.97,-0.444,0.993659290458373
"250",3,13,1,1.17,1.754,4.754,-0.444,1.5351375710731
"251",3,13,1,-1.15,-0.53,1.706,-0.444,1.39623709090259
"252",3,13,1,3.055,3.064,4.561,-0.444,1.38484134288325
"253",3,13,1,-0.715,1.604,1.808,-0.37,0.784653326221765
"254",3,13,1,-0.425,0.132,3.493,-0.37,-0.157638820790818
"255",3,13,1,1.025,2.203,1.957,-0.37,-0.0515754880311585
"256",3,13,1,0.59,1.093,1.311,-0.37,1.37721322815594
"257",3,13,1,0.735,1.242,1.386,-0.297,-0.884006194614835
"258",3,13,1,1.17,2.203,1.886,-0.297,-1.33140800841884
"259",3,13,1,0.01,0.681,1.085,-0.297,1.29488638743695
"260",3,13,1,0.735,1.217,2.329,-0.297,-0.463555928889424
"261",3,13,1,-0.86,0.294,2.828,-0.223,-1.3055225273473
"262",3,13,1,-0.135,1.542,4.135,-0.223,0.345636445947877
"263",3,13,1,1.025,2.016,1.921,-0.223,-1.85533175088508
"264",3,13,1,0.3,1.03,3.55,-0.223,-1.87991000395235
"265",3,13,1,-0.135,1.105,4.135,-0.076,-0.583764721930249
"266",3,13,1,0.01,1.03,4.087,-0.076,1.05381468467192
"267",3,13,1,-0.57,0.206,0.795,-0.076,-0.00243575295229183
"268",3,13,1,-1.15,-0.355,1.804,-0.076,0.01225803815456
"269",3,13,1,-0.28,0.219,3.286,0.365,0.981817439606821
"270",3,13,1,-0.57,1.405,2.426,0.365,-0.243528150221937
"271",3,13,1,3.49,3.901,5.486,0.365,1.22956840301817
"272",3,13,1,-0.57,0.157,3.362,0.365,2.41202117377702
"273",3,14,0,0.3,1.105,0.8625,0.218,-0.431096946591478
"274",3,14,0,-0.425,0.518,0.844,0.218,1.24480141591591
"275",3,14,0,1.605,2.004,0.7005,0.218,0.130650644908831
"276",3,14,0,1.17,1.754,1.0925,0.218,0.228237347327366
"277",3,14,0,-1.005,-0.043,0.7825,-0.223,-1.76329026434501
"278",3,14,0,-0.28,1.217,0.9015,-0.223,2.00134856671097
"279",3,14,0,-0.425,1.043,1.07825,-0.223,-1.33816660789362
"280",3,14,0,0.155,0.631,0.93875,-0.223,0.187779770390361
"281",3,14,0,0.735,1.217,0.8255,-0.15,-0.743414540584888
"282",3,14,0,1.025,1.654,1.12925,-0.15,-0.0738955319746456
"283",3,14,0,0.445,1.305,1.00625,-0.15,-0.370916408587107
"284",3,14,0,-0.715,-0.33,0.6375,-0.15,-0.867125258873044
"285",3,14,0,0.735,0.781,0.91525,-0.37,0.891841097665911
"286",3,14,0,-1.15,0.781,0.8945,-0.37,1.43195138658132
"287",3,14,0,-0.715,0.044,0.50625,-0.37,0.437041594809631
"288",3,14,0,1.17,1.367,0.95525,-0.37,-0.0487369789220151
"289",3,14,0,-0.28,0.394,0.7375,-0.076,0.336397354298381
"290",3,14,0,-0.86,-0.243,0.72025,-0.076,0.770532585476449
"291",3,14,0,-1.295,-0.804,0.49375,-0.076,-0.764086459707585
"292",3,14,0,-1.005,0.543,0.9585,-0.076,0.363957992327154
"293",3,14,0,-0.86,0.893,0.85975,0.365,0.775611163400117
"294",3,14,0,-0.715,0.419,0.74925,0.365,2.26756946483895
"295",3,14,0,-1.005,0.144,0.63675,0.365,-0.273146881774562
"296",3,14,0,0.445,1.355,1.65925,0.365,2.31683066756388
"297",3,14,0,1.75,1.991,0.92425,0.512,0.964037531382318
"298",3,14,0,-1.295,-0.43,1.07175,0.512,1.09998240629441
"299",3,14,0,0.01,1.192,0.6805,0.512,0.155072154857498
"300",3,14,0,-1.295,-0.692,0.80775,0.512,0.156352977033147
"301",3,15,1,0.155,-0.368,1.483,-0.665,0.777850992204477
"302",3,15,1,2.33,-0.305,2.191,-0.665,-0.830904312070237
"303",3,15,1,0.082,0.182,2.025,-0.665,0.299398792133882
"304",3,15,1,-1.005,-0.705,1.183,-0.665,-1.02179819809212
"305",3,15,1,0.082,-1.466,0.707,-0.517,-0.191885242385665
"306",3,15,1,-0.715,-0.804,0.894,-0.517,2.11757552977793
"307",3,15,1,1.025,-0.655,1,-0.517,-0.91432334879136
"308",3,15,1,-0.498,-0.555,1.225,-0.517,0.303227367106695
"309",3,15,1,-0.353,-1.241,0,-0.517,2.12764882864095
"310",3,15,1,0.01,-1.466,0,-0.517,2.26194456988717
"311",3,15,1,-0.425,-1.104,0.548,-0.517,-0.46966016602055
"312",3,15,1,0.082,-0.667,0.894,-0.517,0.484648731684042
"313",3,15,1,0.445,-0.53,0.447,-0.885,0.807338033732517
"314",3,15,1,3.055,-0.293,1.703,-0.885,1.96433272310263
"315",3,15,1,0.01,-0.967,1.449,-0.885,-0.883789370099329
"316",3,15,1,0.3,-1.241,0,-0.885,-0.724213324917343
"317",3,15,1,-0.353,-1.216,0.707,-0.15,1.24974743307951
"318",3,15,1,-0.135,-1.403,1,-0.15,-0.405380857828271
"319",3,15,1,0.3,-0.904,1.225,-0.15,-1.55237276657824
"320",3,15,1,-0.425,-0.792,1.581,-0.15,-0.244356655346627
"321",3,15,1,-0.498,-0.842,0.775,-0.959,-1.01752897619953
"322",3,15,1,-0.86,-0.892,0,-0.959,1.66591598823478
